County,District,Exemp_12.13,Exemp_13.14,Exemp_14.15,Exemp_15.16,Exemp_16.17,Exemp_17.18,Type,Pop_16
galveston,bay area charter inc,9.06,8.53,8.35,NA,NA,NA,i,NA
galveston,bay area christian sch,4.37,4.4,5.06,5.68,6.4,4.56,o,784
galveston,clear creek isd,1.13,1.22,1.4,1.29,1.43,1.7,b,41819
galveston,dickinson isd,0.06,0.36,0.63,0.13,0.7,0,c,11018
galveston,friendswood isd,0.93,1.07,1.33,1.29,1.55,1.66,d,6087
galveston,galloway school,0,NA,NA,NA,0.74,1.82,o,NA
galveston,galveston catholic school,0,0,0,0,0.97,0,o,116
galveston,galveston isd,0.15,0.28,0.49,0.74,0.6,0.74,c,6894
galveston,high island isd,1.27,0,0.71,0.74,0.68,NA,h,150
galveston,hitchcock isd,0.18,0.24,0.22,0.07,0.27,0.44,d,1721
galveston,la marque isd,0,NA,0.04,0,NA,NA,d,NA
galveston,mainland preparatory academy,0,0,0,NA,NA,NA,i,NA
galveston,o'connell college preparatory school,0.94,0.93,0,0,0,0,o,110
galveston,odyssey academy inc,0.36,0,NA,2.09,2.24,1.74,i,1126
galveston,our lady of fatima elementary,0.82,0,0,0,1.32,NA,o,123
galveston,our lady of lourdes sch,NA,NA,NA,NA,0,NA,o,NA
galveston,premier learning academy,0.55,0,0.39,0.43,NA,NA,i,NA
galveston,santa fe isd,0.19,0.39,0.51,1.13,1.45,1.54,d,4774
galveston,st mary catholic sch,0.97,0,0.52,0.6,0,0,o,147
galveston,texas city isd,0.08,0.02,0.1,0.25,0.27,0.37,d,8945
galveston,trinity episcopal school,2,1.9,1.3,1.79,2.96,3.49,o,249
galveston,true cross sch,0.63,0.6,1.65,0,0,0,o,170
garza,post isd,0.66,0.69,0.24,0.59,0.6,0.36,h,872
garza,southland isd,0,0,0.64,0.65,NA,0.79,h,161
gillespie,fredericksburg isd,1.62,1.6,1.7,1.63,1.96,2.19,e,3228
gillespie,harper isd,1.6,3.3,1.87,NA,NA,NA,h,603
gillespie,heritage school fredericksburg,NA,NA,NA,5.52,NA,4.29,o,NA
gillespie,st mary's elementary sch,0,0,0,0,0,0,o,279
glasscock,glasscock county isd,0,0,0.34,0,0,1.68,h,308
goliad,goliad isd,0.23,0.38,0.49,0.46,0.71,0.45,g,1337
gonzales,gonzales isd,0.15,0.27,0.19,0.21,0.15,0.19,g,2891
gonzales,nixon-smiley cisd,0.22,0.31,0.3,0.31,0.2,0.31,g,1069
gonzales,waelder isd,0,0,0,0,0,0,f,311
gray,lefors isd,0,0,0,0,0,0,h,164
gray,mclean isd,1.94,1.47,0.97,0.45,0,0.8,h,245
gray,pampa isd,0.12,0.23,0.25,0.11,0.33,0.15,g,3642
grayson,bells isd,0.75,0.8,0.8,0.52,0.39,0.78,h,776
grayson,collinsville isd,1.35,0.2,0.97,0.97,2.63,1.19,h,525
grayson,denison isd,NA,0.34,0.59,0.33,0.91,0.84,d,4505
grayson,gunter isd,1.56,1.64,1.64,1.59,NA,3,h,823
grayson,howe isd,0.2,0.47,1.1,0.68,1.06,1.51,d,1066
grayson,montessori academy of north texas,NA,NA,NA,0.95,NA,NA,o,NA
grayson,pottsboro isd,1.41,1.41,NA,0.77,0.94,2.29,d,1409
grayson,s and s cisd,0.87,1.52,1.58,1.81,2.45,3.06,d,880
grayson,sherman isd,0.47,0.76,0.77,0.82,0.88,0.92,c,7380
grayson,st mary's catholic sch,NA,NA,0,0,0,NA,o,NA
grayson,texoma christian school,3.27,4.98,5.69,8.81,6.69,8.93,o,366
grayson,tioga isd,3.77,1.36,2.97,1.89,3.12,2.73,h,528
grayson,tom bean isd,0.27,0.29,0.9,1.22,0.61,1.25,h,685
grayson,van alstyne isd,0.63,0.91,1.01,1.52,1.28,1.62,d,1589
grayson,whitesboro isd,1.87,1.07,0.59,0.98,0.58,0.52,d,1599
grayson,whitewright isd,0.8,0.91,1.75,1.49,2.04,2.94,h,812
gregg,christian heritage school,NA,NA,NA,7.9,6.76,5.65,o,NA
gregg,east texas charter schools,0,2.33,4.55,5.52,3.42,2.14,i,148
gregg,east texas christian school,NA,2.42,NA,4.55,4.51,13.01,o,NA
gregg,gladewater isd,6.45,1.43,0.51,0.51,0.87,1,d,1814
gregg,kilgore isd,0.08,0.4,0.54,0.69,0.62,0.62,d,4090
gregg,longview christian school,9.56,6.43,NA,9.82,NA,NA,o,NA
gregg,longview isd,0.34,0.32,0.43,0.66,0.58,0.72,c,8705
gregg,pine tree isd,0.36,0.28,0.32,0.68,0.66,0.71,d,4659
gregg,sabine isd,0.6,0.52,0.64,0.65,0.55,1.33,d,1457
gregg,spring hill isd,4.97,0.92,1.06,0.79,1.19,1.59,d,1935
gregg,st mary's catholic school,0,0,0,0,0,0,o,230
gregg,trinity school of texas,2.98,3.29,2.45,2.24,0.82,5.58,o,300
gregg,union grove isd,0.68,0.53,1.2,0.96,1.21,2.35,h,726
gregg,white oak isd,1.05,1.37,1.68,1.56,1.7,1.68,d,1503
grimes,anderson-shiro cisd,0.41,0.77,1.07,1.1,1.2,2.18,e,857
grimes,iola isd,1.8,2.51,2.98,2.27,2.25,1.46,h,464
grimes,navasota isd,0.07,0.13,0.07,0.25,0.59,0.59,d,3047
grimes,richards isd,0,0,0,0,0,0,h,157
guadalupe,heritage academy,NA,NA,NA,NA,1.92,1.77,o,NA
guadalupe,lifegate christian school,2.96,4.22,5.66,4.85,8.05,7.75,o,152
guadalupe,marion isd,0.08,0.91,2,0.73,0.73,0.86,d,1443
guadalupe,navarro isd,0.88,0.91,1.12,1.52,1.3,1.28,d,1812
guadalupe,our lady of perp help sch,NA,NA,0,0,0,0,o,NA
guadalupe,richard milburn academy (amarillo),0,0.56,NA,0.34,0.18,NA,i,NA
guadalupe,richard milburn alter high school (kille,NA,0.56,0.12,0.34,0.18,NA,o,NA
guadalupe,schertz-cibolo-u city isd,0.72,0.9,0.86,0.79,0.92,1.06,c,15497
guadalupe,seguin isd,0.29,0.27,0.4,0.46,0.52,0.61,d,7425
guadalupe,shekinah radiance academy,NA,NA,NA,NA,1.92,NA,i,NA
guadalupe,st james catholic sch,0,0,0,0,0,0,o,170
hale,abernathy isd,0.41,0.68,0.54,0.54,0.66,0.96,h,796
hale,cotton center isd,0.8,0,0,0,0,0,h,91
hale,hale center isd,1.04,1.18,0.84,0.65,0.48,0.35,h,622
hale,petersburg isd,0.74,0.72,0.82,0.8,0.77,1.1,h,259
hale,plainview christian acad,0.86,1.03,2.06,1.45,3.19,4.07,o,201
hale,plainview isd,0,0.09,0.09,0,0.25,0.24,e,5603
hall,memphis isd,0,0,0.21,0.22,0.85,0.45,h,523
hall,turkey-quitaque isd,NA,NA,NA,0,0,0,h,203
hamilton,hamilton isd,NA,0.29,0.56,0.27,0.13,0.62,h,815
hamilton,hico isd,1.79,2.07,1.87,1.71,1.45,1.46,h,584
hansford,gruver isd,1.01,1.02,0.94,0.7,0.95,0,h,436
hansford,pringle-morse cisd,3.25,1.72,3.2,6.25,6.25,5.51,h,128
hansford,spearman isd,0.72,0.84,1.03,0.92,0.38,0.85,g,855
hardeman,chillicothe isd,1.66,1.54,NA,NA,NA,0,h,185
hardeman,quanah isd,0,0.6,1.37,1.68,2.84,NA,h,582
hardin,hardin-jefferson isd,0.65,0.44,0.7,0.55,0.67,0.55,d,2257
hardin,kountze isd,0.23,0.25,0.25,0.52,0.62,0.62,g,1173
hardin,lumberton isd,0.87,0.96,NA,1.32,1.48,1.51,d,3911
hardin,silsbee isd,0.49,0.6,0.52,0.67,0.77,0.9,e,2844
hardin,west hardin county cisd,0,0,0,0.18,0.19,0.68,h,562
harris,abiding word lutheran school,2.63,0,1.63,2.86,NA,0.99,o,NA
harris,academy of accelerated learning inc,0,0,0,0,0,0,o,761
harris,accelerated intermediate academy,0,0,0,0,0,0,i,283
harris,al-hadi school of accelerated learning,1.24,NA,1.12,2.82,NA,1.98,o,NA
harris,aldine isd,0.05,0,0.09,0.1,0.22,0.52,b,69768
harris,alief isd,0.07,0.1,0.08,0.11,0.16,0.26,b,46376
harris,alief montessori community school,0,0,1.52,1.35,4.49,2.34,i,272
harris,amigos por vida-friends for life pub cht,0.39,0.42,0.4,0,0,0.59,o,500
harris,annunciation orthodox school,NA,1.97,2.15,2.5,1.8,1.96,o,NA
harris,aristoi classical academy,10.31,9.66,9.28,10.09,9.76,10.16,i,779
harris,ascension episcopal school,3.66,3.85,1.33,0.9,1.3,NA,o,180
harris,assumption catholic school,NA,NA,0,0,0,0,o,NA
harris,austin can academy charter school,0,NA,NA,NA,NA,NA,i,NA
harris,baytown christ acad,0.77,NA,0.47,0.93,4.42,6.28,o,NA
harris,beatrice mayes institute,0,NA,0,0.22,0.21,0.67,o,NA
harris,beta academy,NA,NA,NA,0.43,0.37,0,o,542
harris,beth yeshurun day school,0,0,0,0,0,0,o,315
harris,c o r e academy,NA,0,0,0,0,NA,o,NA
harris,calvin nelms charter schools,0.79,NA,NA,2.3,1.88,2.89,i,319
harris,channelview isd,0.07,0.04,0.05,0.12,0.19,0.06,b,9529
harris,chinquapin h s,1.35,0.69,1.37,1.95,NA,0,o,NA
harris,clay road baptist school,0,1.52,1.39,2.94,0,NA,o,67
harris,clear lake christian school,2.22,2.17,2.67,3.45,1.21,1.77,o,311
harris,comquest academy,NA,NA,NA,0,1.2,2.67,i,83
harris,concordia lutheran high school tomball,NA,0.42,NA,1.21,1.71,2.12,o,NA
harris,corpus christi catholic sch,0,0,0,0,0,NA,o,221
harris,covenant academy,NA,8.49,13.01,8.45,11.19,NA,o,NA
harris,cristo rey jesuit college preparatory sc,NA,0,0,0,0,0,o,NA
harris,crosby isd,0.38,0.42,0.31,0.49,0.7,0.78,b,5992
harris,cross point preschool katy,NA,2.91,NA,NA,NA,NA,o,NA
harris,crossroads school,NA,1.41,1.27,2.74,1.52,NA,o,NA
harris,cypress-fairbanks isd,0.62,0.76,0.8,0.83,0.88,1.04,b,114868
harris,cypress christian school,3.04,3.77,3.95,3.33,3.91,3.46,o,664
harris,darul arqam north,NA,NA,NA,2.38,1.85,NA,o,NA
harris,deer park isd,0.6,0.68,0.18,0.13,0.89,1.11,b,13185
harris,draw academy,0.34,0.28,0.27,0,0,0,i,660
harris,duchesne academy of the sacred heart,0,0,0,0,0,0,o,670
harris,epiphany lutheran school,NA,NA,NA,4.35,5.22,4.42,o,NA
harris,episcopal high school bellaire,0.75,0.59,1.03,1.03,1.3,NA,o,679
harris,faith west academy,1.68,5.41,4.84,4.3,7.98,8,o,641
harris,fallbrook college preparatory academy,0,0.16,0,0.21,NA,NA,o,NA
harris,family christian academy,1.33,0,0.8,0.33,1.09,1.5,o,60
harris,first baptist academy houston,1.37,NA,1.76,3.09,2.84,6.17,o,NA
harris,first baptist christian academy,4.09,4.3,3.19,3.75,4.65,5.71,o,477
harris,frassati catholic high school,NA,NA,NA,0.65,0,0,o,NA
harris,galena park isd,0.09,0.05,0.09,0.12,0.07,0.2,b,22784
harris,george i sanchez charter,NA,NA,0,0,0,0,i,823
harris,girls & boys prep academy,0,NA,0,NA,NA,NA,o,NA
harris,global learning village,NA,NA,NA,NA,0.98,NA,o,NA
harris,good shephard episcopal school,0.99,NA,NA,NA,NA,NA,o,NA
harris,goose creek cisd,0.11,0.3,0.34,0.43,0.49,0.55,b,23926
harris,grace school,1.32,1.85,1.44,1.5,1.79,NA,o,495
harris,harmony public school,0,0.28,0,NA,NA,NA,o,NA
harris,harmony school of advancement - high,0.95,1.16,1.28,0.98,NA,NA,o,NA
harris,harmony school of discovery,1.45,0.66,0.76,1.12,NA,NA,o,NA
harris,harmony school of excellence,2.28,2.04,2.95,1.53,1.4,1.13,i,4417
harris,harmony school of fine arts and technology,0,0,0,0.13,NA,NA,o,NA
harris,harmony school of ingenuity,0.31,0.16,0.17,0.34,NA,NA,o,NA
harris,harmony school of innovation,0,0,0,0,0.21,NA,o,587
harris,harmony school of innovation - houston,0.34,0.33,NA,NA,NA,NA,o,NA
harris,harmony school of science - houston,NA,0.13,NA,NA,0.47,1.1,o,3396
harris,harmony school of science austin,1.09,0.55,1.58,1.87,NA,NA,o,NA
harris,harmony science acad (el paso),NA,0,0,0,0.21,0.56,i,NA
harris,harmony science acad (lubbock),NA,0,0.91,0.91,0.74,NA,i,NA
harris,harmony science acad (waco),NA,0,0.91,0.91,0.74,0.55,i,NA
harris,harmony science academy,0,0.1,0.91,0.74,0.74,0.55,i,3424
harris,holy ghost catholic sch,0,0,0,0,0,0,o,151
harris,holy spirit episcopal school,2.27,2.44,1.72,5.26,2.88,4.55,o,280
harris,holy trinity episcopal school,5,6.12,0,1.55,5.08,6.14,o,114
harris,hope global learning village k - 12,NA,NA,0,NA,NA,NA,o,NA
harris,houston christian h s,1.24,1.37,1.2,1.43,2.29,1.7,o,490
harris,houston gateway academy inc,0.08,0,0.05,0.05,0.09,0.16,i,2218
harris,houston heights high school,NA,0,0.47,1.37,1.36,0.49,i,220
harris,houston heights learning academy inc,NA,0,0,0,NA,NA,o,NA
harris,houston isd,0.28,0.32,0.38,0.42,0.45,0.51,a,216106
harris,huffman isd,0.4,0.36,1.79,0.95,1.92,2.36,g,3443
harris,humble christian school,1.09,NA,NA,2.99,6.25,NA,o,NA
harris,humble isd,0.79,0.44,1.07,1.25,1.4,1.58,b,41224
harris,ilm academy,0,1.06,1.01,3.13,1.61,0.76,o,77
harris,iman academy southwest,0,1.2,0.86,0.29,0,0,o,294
harris,incarnate word acadamy,NA,NA,0,0,0,0,o,NA
harris,ischool high - university park,NA,NA,NA,2.76,NA,NA,o,NA
harris,jamie's house charter school,NA,0.77,NA,NA,NA,NA,i,NA
harris,john paul ii catholic school houston,0,0,0,0,0,0,o,717
harris,juan b galaviz charter school,1.37,NA,NA,NA,NA,NA,i,NA
harris,katy isd,0.91,1.01,1.12,1.22,1.36,1.38,b,75428
harris,kids r kids no. 2 humble,NA,NA,NA,NA,0,NA,o,NA
harris,kids r kids no. 39 humble,NA,NA,NA,NA,0,NA,o,NA
harris,kids r kids no. 43 spring on kuykendahl,NA,NA,NA,0,NA,NA,o,NA
harris,kids r kids no. 48 cypress,NA,1.02,NA,NA,NA,NA,o,NA
harris,kids r kids no. 49 coles crossing,NA,NA,0,NA,NA,NA,o,NA
harris,kipp inc charter,0.34,0.23,NA,0.1,0.15,NA,i,13347
harris,kipp southeast houston,NA,0.23,NA,0.1,0.15,NA,i,NA
harris,klein isd,0.77,0.93,1.05,1.11,1.3,1.37,b,51810
harris,koinonia community learning academy,0,NA,NA,NA,NA,NA,o,NA
harris,la amistad love & learning academy,0,NA,NA,0,NA,NA,i,NA
harris,la porte isd,0.23,0.81,0.87,0.78,0.87,0.78,b,7713
harris,lutheran high north houston,2.13,1.25,0.7,NA,NA,2.86,o,NA
harris,lutheran south academy houston,NA,0.91,1.61,2.04,1.83,1.88,o,NA
harris,memorial hall sch,NA,NA,0,NA,NA,NA,o,NA
harris,memorial lutheran houston,0,0,0,0,2.15,3.75,o,220
harris,meyerpark elementary,NA,NA,NA,0,0.82,0,i,243
harris,north forest isd,0,NA,NA,NA,NA,NA,b,NA
harris,northeast christian academy,4.46,3.03,3.23,1.64,NA,NA,o,NA
harris,northland christian elementary school,NA,NA,1.56,NA,NA,NA,o,NA
harris,northwest preparatory,0,0,0,NA,NA,NA,i,NA
harris,northwoods catholic school,0.48,0,0.5,2,NA,NA,o,NA
harris,our lady of fatima sch,NA,0,0.83,0,0,0,o,NA
harris,our lady of guadalupe sch,0,0,0,0,1.04,0,o,227
harris,our lady of mt carmel sch,0,0,0,0,0,0,o,189
harris,our savior lutheran school houston,1.54,3.24,5.03,7.58,8.96,9.5,o,224
harris,pasadena isd,0.35,0.43,0.41,0.16,0.24,0.28,b,56282
harris,pilgrim lutheran school houston,NA,NA,NA,NA,3.75,4.29,o,NA
harris,pope john xxiii high school,0,0,0.51,0,NA,1.22,o,NA
harris,presbyterian school,NA,NA,NA,0.2,0.42,0.2,o,NA
harris,primrose school at fall creek,NA,NA,NA,NA,0,NA,o,NA
harris,primrose school at summerwood,NA,NA,1.96,NA,NA,NA,o,NA
harris,primrose school of kelliwood,NA,NA,NA,NA,0,NA,o,NA
harris,promise community school,0,0,0.14,0,0,0.13,i,1940
harris,queen of peace sch,0,0,0,0,0,NA,o,134
harris,rainard school for gifted students,NA,NA,0,NA,NA,NA,o,NA
harris,raul yzaguirre school for success,NA,NA,0,0,0.08,0,i,1331
harris,redd school,NA,4.55,5.51,2.86,NA,8.99,o,NA
harris,resurrection catholic sch,0,0,0,0,0,0,o,204
harris,river oaks baptist school,1.77,1.13,2.09,1.12,NA,2.36,o,NA
harris,robert m beren academy,4.67,7.05,8.15,3.72,0,0,o,298
harris,rosehill christian school,3.37,3.98,3.43,2.83,2.33,2.46,o,380
harris,sacred heart sch,0,0.56,0.49,0,0,0,o,177
harris,salem lutheran school tomball,1.48,2.49,2.86,NA,4.03,4.84,o,NA
harris,school of the woods,4.35,2.45,2.24,1.77,3.97,8.11,o,360
harris,second baptist school,2.16,1.34,2.38,2.22,1.74,1.92,o,1114
harris,ser-ninos charter school,0,0,0,0,NA,0,i,1108
harris,seton catholic jr high sch,0,0,NA,NA,NA,NA,o,NA
harris,sheldon isd,0.17,0.21,0.18,0.21,0.26,0.41,b,8884
harris,sojourn academy,NA,NA,NA,NA,7.41,15,o,NA
harris,southwest school,0.16,0.17,0,0,0,0,i,1839
harris,spell well montessori school,NA,NA,0,NA,NA,NA,o,NA
harris,spring branch isd,0.37,0.61,0.63,0.73,0.76,0.81,b,35079
harris,spring isd,0.13,2,0.41,0.45,0.55,0.63,b,36698
harris,st ambrose sch,0,0,0,0,0,0,o,337
harris,st anne catholic sch,0,0,0.2,0.12,0,0,o,499
harris,st anne catholic sch,0,0,0.2,0.12,0,0,o,499
harris,st catherine's montessori sch,0.61,NA,0,0,0,0,o,NA
harris,st cecelia catholic sch,0,0,0,0,0,0,o,605
harris,st christopher catholic sch,0,0,0,0.62,0,0,o,211
harris,st edward catholic sch,0,0,0,0,0,0,o,339
harris,st francis de sales sch,0,0,0,0,0,NA,o,464
harris,st francis of assisi sch,0,0,0,0,0,0,o,83
harris,st jerome catholic sch,2.06,0,0,0.8,0,0,o,238
harris,st john s school,0.39,0.39,0.38,0.83,0.74,0.65,o,1356
harris,st joseph catholic sch,0,0,0,NA,0,0,o,NA
harris,st martha catholic sch,0,0,0,0,0,0,o,460
harris,st mary magdalene school,0,0,0,0,0,0,o,287
harris,st michael catholic sch,NA,0,0,NA,0.68,NA,o,NA
harris,st peter the apostle catholic sch,0,0,0,0,NA,NA,o,NA
harris,st pius v catholic sch,0,0,0,0,NA,NA,o,NA
harris,st pius x high sch inc,0.31,0.45,0.74,1.33,1.07,0,o,671
harris,st rose of lima catholic sch,0,0.92,0.4,0,0,0,o,217
harris,st theresa catholic sch,0,0,0,0,0,0,o,246
harris,st thomas high sch,NA,0,0,0,0.15,0,o,NA
harris,st thomas more catholic sch,0,0,0.23,0,0,0,o,510
harris,st vincent de paul sch,0,0,0,0,0,0,o,510
harris,st. agnes academy,0.11,0.22,0.33,0.76,0.33,0.22,o,899
harris,st. clare of assisi catholic school,0,0,0,0,0,0,o,233
harris,st. elizabeth ann seton catholic school,0,0,0,0,0,0.66,o,485
harris,st. francis episcopal day school,0.76,1.79,2,1.62,1.35,2.54,o,854
harris,st. mark's episcopal school,0.25,0.7,0.7,0.85,1.07,1.03,o,445
harris,st. mark lutheran school houston,2.5,3.33,3.16,5.03,3.06,1.56,o,380
harris,st. mary of the purification montessori,NA,1.49,0,0,0,0,o,NA
harris,st. stephen's episcopal school,2.38,1.18,NA,0.42,0.6,1.76,o,NA
harris,st. thomas' episcopal school,2.96,2.87,2.59,2.71,2.62,2.55,o,650
harris,st. thomas the apostle episcopal school,7.69,NA,3.61,NA,NA,NA,o,NA
harris,step charter school,NA,NA,NA,NA,0.42,0.21,o,452
harris,stepping stones charter el,0,0,NA,0,NA,NA,i,NA
harris,strake jesuit college preparatory,0.43,0.43,NA,0.39,NA,0.18,o,NA
harris,texas christian high school,5.76,5.18,4.56,5.26,6.56,NA,o,168
harris,texas serenity academy,0.24,0,0,0,0,NA,i,408
harris,the awty international school,3.77,4.69,2.94,2.38,3.26,2.49,o,1588
harris,the banff school,0,0,0,2.27,0.79,2.36,o,200
harris,the branch school,3.16,3.4,4.8,9.23,12.39,10.89,o,157
harris,the briarwood sch,0.98,3.07,3.77,2.52,2.58,2.68,o,343
harris,the connection school of houston,NA,NA,NA,NA,17.53,25.93,o,NA
harris,the emery/weiner school,0,0,0,0.21,0.58,0,o,479
harris,the joy school,0,4.65,0,0,0,0,o,129
harris,the kinkaid school,0.29,0.78,0.29,0.63,0.43,0.34,o,1409
harris,the kipling school,NA,NA,NA,1.09,NA,1.42,o,NA
harris,the monarch school,NA,5.38,4.35,2.31,1.74,2.63,o,NA
harris,the oaks adventist christian school,NA,0,1.53,3.52,0.74,NA,o,NA
harris,the parish school,5.63,7.14,7.25,7.63,8.43,6.1,o,140
harris,the post oak school,NA,NA,NA,NA,3.13,NA,o,NA
harris,the pro-vision academy,NA,0,0,0,0.59,NA,o,341
harris,the regis school,0,0,0,0,0,0,o,234
harris,the rhodes school,0,0,0,0.22,0.4,0.3,i,1186
harris,the shlenker school,0.93,1.44,NA,1.6,NA,0,o,NA
harris,the varnett public school,0.08,0,0,0,0,0,i,1607
harris,the westview school,8.51,6.47,5.22,6.82,12.96,14.02,o,150
harris,the woodlands academy preparatory school,NA,NA,NA,0.52,NA,5.97,o,NA
harris,tomball isd,0.95,1.17,1.2,1.46,1.76,1.79,b,14932
harris,torah day school,7.14,0.99,9.78,2.22,3,NA,o,92
harris,trafton academy,0,0.45,1.11,1.94,1.72,1.82,o,320
harris,trinity klein lutheran school spring,3.29,1.53,2.2,3.66,1.7,2.63,o,724
harris,trinity lutheran,0.52,0,0,1.94,NA,NA,o,NA
harris,two dimensions preparatory academy,2.19,4.89,2.13,1.23,5.42,4.65,i,534
harris,university of houston charter school,5.26,NA,5.76,3.31,3.91,4.72,o,128
harris,veritas christian academy of houston,7.47,9.46,7.01,6.75,NA,5.17,o,NA
harris,victory prep,0,0,0,0,NA,NA,i,NA
harris,village school,0.09,0.24,1.21,1.95,3.49,2.03,o,1336
harris,walipp-tsu preparatory academy,0,0.51,NA,0,NA,NA,i,NA
harris,wesley academy,1.18,NA,NA,4.29,NA,NA,o,NA
harris,western academy,NA,NA,NA,5.81,6.86,6.67,o,NA
harris,westminster christian academy,NA,6.85,2.63,1.54,NA,NA,o,NA
harris,yellowstone academy,0,0,0,0,0,0,o,100
harris,yes preparatory public schools,0,NA,0,0.06,0,NA,o,NA
harris,yeshiva torat emet,NA,NA,NA,0,0,NA,o,NA
harris,yorkshire academy,0.66,NA,NA,NA,NA,0.85,o,NA
harris,zoe learning academy,0.42,0,0,0,0,NA,i,370
harrison,elysian fields isd,1.14,1.81,1.95,1.48,1.25,1.39,g,911
harrison,hallsville isd,0.74,0.65,0.89,0.67,0.9,1.05,d,4974
harrison,harleton isd,0.41,0.42,0.54,0.13,0.38,0.56,h,782
harrison,karnack isd,0,0,0,0,1.69,0.78,h,138
harrison,marshall isd,0.04,0.1,0.23,0.15,0.21,0.33,e,5492
harrison,trinity episcopal school,1.26,1.26,1.5,4.67,3.38,2.4,o,221
harrison,waskom isd,0.24,NA,0.68,0.22,0.33,0.9,f,940
hartley,channing isd,1.73,3.91,2.84,4.79,7.39,5.95,h,190
hartley,hartley isd,1.19,0,0,0.47,1.38,0.41,h,232
haskell,haskell cisd,0.17,0.36,0.33,NA,0,0.59,h,599
haskell,paint creek isd,0,0,0,0,0.73,0,h,142
haskell,rule isd,0,0,0,0.85,1.5,1.47,h,139
hays,dripping springs christian academy inc,NA,NA,NA,0,25.33,NA,o,NA
hays,dripping springs isd,3.33,4.07,3.68,4.15,3.57,4.31,b,6008
hays,hays cisd,1.15,1.4,1.68,1.65,1.92,1.79,b,19215
hays,katherine anne porter school,10.64,NA,6.85,11.73,8.7,6.92,i,160
hays,ki charter academy,NA,NA,NA,0,NA,NA,o,174
hays,san marcos adventist junior academy,NA,NA,5.97,0,0,NA,o,NA
hays,san marcos baptist academy,1.75,2.08,1.91,1.11,0.8,5.59,o,269
hays,san marcos cisd,0.31,0.23,0.2,0.44,1.08,0.56,c,8090
hays,santa cruz catholic school,NA,NA,NA,0,0,0,o,NA
hays,st. stephen's episcopal school,NA,NA,6.58,11.24,10.23,9.68,o,NA
hays,texas preparatory school,0,0.99,1.82,1.99,1.75,2.83,i,287
hays,the master's school of san marcos,NA,NA,NA,6.1,4.94,3.61,o,NA
hays,wimberley isd,2.2,NA,2.5,3.27,3.8,NA,d,2303
hemphill,canadian isd,1,0.62,0.86,1.03,0.63,1.35,f,997
henderson,athens christian preparatory academy,NA,NA,NA,4.35,7.58,NA,o,NA
henderson,athens isd,0.28,0.56,0.61,0.7,1.08,0.84,e,3151
henderson,brownsboro isd,0.7,1.08,1.05,0.77,0.83,1.03,d,2721
henderson,cross roads isd,0.17,0.68,NA,0.85,0.57,1.31,h,542
henderson,eustace isd,0.07,0.34,0.46,0.57,1.44,1.55,g,1554
henderson,lapoynor isd,0.21,0,0.2,0.2,0.21,0.93,h,465
henderson,mabank isd,0.71,0.74,0.78,1.17,1.34,1.55,d,3386
henderson,malakoff isd,0.16,0.33,0.33,0.48,0.77,1.13,g,1357
henderson,murchison isd,1.12,1.47,2.83,3.87,3.13,2.7,h,177
henderson,trinidad isd,0,0,0,0,0,1.83,h,162
hidalgo,discovery school montessori education,1.72,0.61,0.67,0,2.91,NA,o,175
hidalgo,donna isd,0,0.01,0,0.01,0.02,0.01,d,15072
hidalgo,edcouch-elsa isd,0,0.02,0,0.02,0.02,0,d,5320
hidalgo,edinburg cisd,0.07,0.11,0.05,0.07,0.15,0.16,c,34680
hidalgo,evins regional juvenile center,NA,NA,NA,0,NA,NA,o,NA
hidalgo,excellence in leadership academy,NA,0,0,0,0,0,i,239
hidalgo,hidalgo isd,0.04,0,0.03,0.03,0.03,0,d,3252
hidalgo,horizon montessori public schools,NA,NA,NA,NA,0.41,1.07,o,1350
hidalgo,idea public schools,0.1,0.07,0.04,0.21,0.26,0.38,i,29335
hidalgo,ignite public sch and comm serv ctr at edinburg,NA,0,0,NA,NA,NA,o,NA
hidalgo,la joya isd,0.13,NA,0.01,0.1,0.09,NA,c,29500
hidalgo,la villa isd,0,0,0,0,0,0,h,596
hidalgo,mcallen isd,0.11,0.16,0.17,0.22,0.24,0.31,c,23826
hidalgo,mercedes isd,0.09,0.05,0.07,0,0.02,0.11,d,5538
hidalgo,mission cisd,0.05,0.26,0.03,0.08,0.11,0.1,d,15882
hidalgo,monte alto isd,0,0,0,0,0,0,d,1075
hidalgo,one stop multiservice charter school,0,NA,NA,NA,NA,NA,o,NA
hidalgo,our lady of guadalupe catholic school -,0,0,0,0,NA,NA,o,NA
hidalgo,our lady of sorrows school,0.22,0,0,0,0,0,o,519
hidalgo,pharr-san juan-alamo isd,0.04,0.03,0.06,0.06,0.08,0.13,c,32203
hidalgo,pharr oratory of st philip neri school s,0.47,0.52,0,0,0,0,o,449
hidalgo,progreso isd,0,0,0,0,0,0.13,g,1859
hidalgo,san juan diego regional catholic high school mission,NA,0,0,0,0,0,o,NA
hidalgo,san martin de porres catholic school,NA,NA,NA,0,NA,NA,o,NA
hidalgo,sharyland isd,0.08,0.09,0.05,0.12,0.13,0.19,d,10054
hidalgo,south texas christian academy,0,0,0,0.33,1.66,3.03,o,322
hidalgo,south texas isd,0.09,0.12,0.09,0.33,0.43,0.45,f,3589
hidalgo,st joseph catholic school,1.42,NA,0,0,0,NA,o,NA
